标题,关键字
脑卒中TCD数据分类及其在Hadoop分布式系统实现的研究,"['TCD数据', 'Django', '模糊支持向量机', '支持向量机', 'Hadoop']"
基于关联规则的基层医院药房管理系统,"['药品管理', '关联规则', 'Apriori算法', '布局优化']"
基于个性化推荐的中国传统文化学习系统,"['个性化推荐', '协同过滤', '标签', '中国传统文化']"
基于深度学习的中草药叶片识别算法的研究与应用,"['深度学习', '卷积神经网络LeNet-5模型', '中草药植物叶片识别系统']"
货运滴滴综合信息平台的设计与实现,"['同城货运', 'DRF', 'Vue.js', '前后端分离', 'Xadmin']"
城市旅游最优路径搜索系统设计与实现,"['Django', 'Dijkstra', '最短路径算法', '旅游']"
基于区块链的Mashup服务系统的设计与实现,"['Mashup', '服务组合', '工作流', 'BPMN', '区块链', 'Hyperledger Fabric']"
基于卷积神经网络的实时图像风格转移研究与Web应用,"['Web系统架构', '图像风格转移', '深度学习', '卷积神经网络', '直方图匹配']"
CNC加工中心教学仿真平台的设计与实现,"['数控教学', '数控仿真', 'LinuxCNC', '数据挖掘', 'Django']"
基于财务数据的不同企业基本面预测系统的设计与实现,"['财务质量', '盈利预测', '机器学习', '最优选择']"
色谱工作站设计与谱图分析算法研究,"['色谱工作站', '数据压缩', '谱图处理', '重叠峰', 'EMG模型']"
基于图像识别的智慧餐饮系统研究,"['智慧餐饮', '图像处理', '深度学习', '数据管理']"
甲基化芯片数据精准扩展算法的研究及预测平台的实现,"['DNA甲基化', '甲基化芯片', '精准扩展算法', '环状RNA', '预测平台']"
基于ISM模型的在线技术支持APP设计与实现,"['ISM', '专家', '从业者', '分布式架构', '智能推荐', '积分系统']"
城市公共交通数据可视化研究与实现,"['公共交通', '可视化', '主题河流', '重排序', '平行坐标', '边绑定']"
基于深度学习的图像超分辨率重建方法研究与实现,"['图像超分辨率', '卷积神经网络', '特征提取', '深度学习']"
基于TextRankWord2vec的主观题自动评分技术及其系统设计以系统建模与仿真课程为例,"['TextRank.', 'word2vec', 'Django框架', '主观题自动评分']"
基于物联网的电机监控系统,"['监控', 'Android', '云服务器', 'Http协议', 'Django']"
基因表达预测深度学习平台构建与研究,"['标志性基因', '深度学习', '基因表达值', '神经网络', '基因表达预测平台']"
面向家庭的智能医疗平台的研究与实现,"['智能医疗', '数据汇集', '卷积神经网络', '家庭医疗保健']"
基于PyEcharts的全球玉米贸易数据可视化系统建设及应用展望,"['数据可视化', 'PyEcharts', '数据共享', 'B/S架构', 'Django']"
基于RobotFramework的Django框架自动化测试研究与应用,"['Robotframework', 'Python', 'Django', '自动化测试']"
比零坊大学生消费行为分析平台设计与实现,"['三层架构', 'k-近邻算法', '消费行为分析', '理智消费']"
昆汀塔伦蒂诺电影的暴力美学表达研究,"['暴力美学', '环形叙事', '后现代主义', '黑色幽默']"
基于Django框架的管理系统的设计与开发,"['信息技术', 'Django', '管理系统', '响应式', '竞拍']"
基于LSTM的智能客服系统设计与实现,"['人工神经网络', '客服系统', '语义匹配', '词向量']"
赛马赛事Android应用设计与开发,"['Android', '赛马', '竞猜', '直播', '短视频']"
基于Django和MySQL的网络化测试数据查询系统研究,"['自动测试系统', '网络化', 'Django', 'MySQL']"
高校教务管理系统设计研究,"['教务管理', 'Web', 'Django', 'MariaDB']"
电子商务多平台订单资源整合系统设计,"['电子商务', '多平台订单', 'Django', 'MariaDB']"
面向情绪感知的多功能对话系统的设计与实现,"['对话系统', '情感分析', 'Django']"
智能染色体分析辅助系统,"['智能医疗', '预处理', '图像处理', '边缘检测', '染色体']"
面向物联网应用的大数据平台研究,"['物联网', 'B/S架构', '通用性', '大数据平台', '灵活性', 'Django']"
基于FARS的致死性交通事故数据库的构建及应用,"['致死性交通事故', '数据库', 'FARS', 'Django', '数据分析']"
面向电网企业的服务器信息监管平台的设计与应用,"['服务器信息采集', '服务器信息监管', '平台设计']"
Python语言的Web开发应用分析,"['Python语言', 'Web开发', '应用领域']"
肝癌中医药防治三级监测平台的设计与实现,"['肝癌', '防治', 'Django', '中医药']"
基于Django的任务信息系统的设计,"['Python', 'Django', 'MySQL', 'Web开发框架', '任务信息发布']"
基于Diango的O2O应用的研究与实现,"['O2O平台', 'Django', '应用开发', '框架设计']"
体能测试成绩管理系统设计,"['体能测试成绩管理系统', 'Python', 'Django架构', '管理后台']"
基于区块链的二维码包装广告监管和防伪溯源系统,"['区块链', '二维码', '防伪溯源', '广告监管']"
基于Scrapy的番茄病虫害数据收集,"['番茄病虫害', '计算机技术', 'Scrapy', 'Django', '结构化存储']"
基于BS的学习资源共享平台的设计与实现,"['共享', 'Django', '资源']"
一种分布式爬虫系统的设计与应用,"['scrapy-redis', '分布式爬虫', '文献计量学', '学科发展态势', 'Django']"
ATLAS sTGC FEB器件管理数据库的设计与实现,"['器件管理', '文件读取', 'Django', 'ATLAS sTGC FEB']"
研究生奖学金管理系统,"['奖学金管理系统', '奖学金申报', 'Django', 'MySQL']"
实验室植物病害标本信息管理系统,"['信息管理系统', '植物病害标本', 'Django', '数据库']"
软件开发测试一体化平台应用与管理,"['持续集成', '持续部署', '自动化构建', '测试']"
基于新工科背景下的编程课程考核网站的设计与实现以C语言程序设计课程为例,"['课程改革', '在线评测', '操作系统', '数据库']"
单兵音视频系统管理平台设计与实现,"['管理平台', '视频二级缓存', 'MFC开发技术', '滤波器图表', 'K-means聚类算法']"
Web下的Python3编程环境分析,"['Web技术', 'Python3语言', '编程环境', '远程代码', '共享']"
基于Django框架的智能图书推荐系统,"['图书推荐系统', '数字图书馆', '可视化', '数据挖掘']"
基于Open Stack的云教学平台设计与实现,"['OpenStack', '云平台', '教学']"
Scrapy分布式爬虫搜索引擎,"['网络爬虫', 'Scrapy', '分布式', 'Scrapy-Redis', 'Django', 'ElasticSearch']"
基于分布式爬虫的电影搜索系统的设计与实现,"['分布式爬虫', '电影搜素系统', 'MTV模型']"
高压断路器远程状态监测系统及故障诊断技术研究,"['数据采集平台', '变分模态分解', '包络熵', '多分类支持向量机']"
基于机器视觉的穴盘幼苗质量远程监测系统研究,"['机器视觉', '图像处理', '穴盘苗', '远程监控']"
基于微信小程序的行车记录系统的设计与实现,"['行车记录系统', '微信小程序', 'Django', '瀑布模型']"
基于Unet的医疗图像识别系统的设计与实现,"['语义分割', 'U-net模型', '图像识别系统', 'Django框架']"
基于Scrapy技术的数据采集系统的设计与实现,"['Scrapy', 'Django', '数据采集', '网络爬虫']"
动态互动式教学资源库管理系统的设计与实现,"['教学', '资源库', '资源评价', 'Django', '动态交互']"
基于Django的高校医院体检信息管理系统设计,"['信息管理', 'Django框架', 'MVC模式']"
基于Python的制造业数据分析可视化平台设计,"['Python', '数据分析', '制造业', '可视化']"
探析云服务模式下的高校教师网上调课APP系统开发,"['云服务', '高校', '网上调课系统', '开发']"
基于Django的RESTful通用程序接口研究与实践,"['Django', 'RESTful', '网络通用接口']"
基于Django的网络生鲜预定系统的设计与实现,"['生鲜预定', '电子商务', 'MVC', 'Django', 'Redis缓存', '集群']"
基于Django与HDFS的分布式三维模型文件数据库构建,"['云计算三维模型', 'Django', 'Hadoop', 'HDFS']"
基于Django框架的教学管理系统的研究与实现,"['Django', '体育教学管理系统', 'B/S结构', '流媒体', 'MySQL数据库']"
基于前后端分离技术的图像数据集标注系统构建,"['图像数据集构建平台', '前后端分离', '微服务', 'JSON']"
基于Django的校园服务系统的设计与实现,"['校园服务', 'Python', 'Django', 'MySQL', '基于角色访问']"
基于Python的可配置自动化爬虫系统的设计与实现,"['Django', '可配置爬虫系统', 'Python']"
一个药物临床试验移动互联网招募平台的设计与实现,"['互联网+', '移动互联网', '人工智能', '推荐算法', '推荐模型', '药物临床试验', '受试者招募']"
基于Wagtail的校园信息分享系统的设计与实现,"['校园信息', '分享系统', 'Wagtail', 'Django']"
基于Django的智慧园区平台系统设计与实现,"['智慧城市', '智慧园区', 'RESTful', '移动互联网', '多端分离']"
基于物联网技术的儿童情境认知系统的设计与实现,"['儿童情境认知', '物联网', '传感器积木', '认知平台']"
一种支持用例自动生成的自动化测试系统设计与实现,"['自动化测试体系', '测试用例', 'Selenium', 'Flask', '马尔可夫模型']"
云技术下育种数据服务平台,"['大数据', '云技术', '数据存储服务', '数据分析服务', '育种']"
基于scrapy框架的京东数据分析系统设计与实现,"['数据分析系统', 'python2.7', 'Django', '数据挖掘', '数据分析']"
基于微信小程序的高校图书服务系统的设计,"['微信小程序', '图书馆服务', '互联网爬虫', 'Python']"
基于Django的智能题库系统设计,"['Django', '智能题库', 'REST framework']"
基于微信平台的反馈式订票系统,"['微信', '反馈式', '订票', '系统']"
基于Python技术的教务管理系统的研究与开发,"['教务管理系统', 'Python', 'MySQL数据库']"
基于python的Web大数据采集和数据分析,"['Python', '大数据', 'Scrapy', 'Django']"
电商平台点击付费广告数据分析系统设计,"['点击付费广告', '数据分析', 'Django框架']"
基于Django框架的商品排名监控系统设计,"['电商商品', '自然排名', '广告排名', '监控', 'Django']"
基于Django框架的电子海图服务器设计,"['Django', '电子海图', '远程更新']"
基于GeoDjango的WebGIS开发实践,"['Linux', 'WebGIS', 'Python', 'Django', 'GeoDjango']"
基于云端与嵌入式WEB双服务器的微型成像光谱仪研究,"['微型成像光谱仪', '嵌入式', 'BOA服务器', '云平台', '光谱数据处理']"
智能厨房数据采集系统设计与开发,"['智能厨房', '物联网', 'Django框架', '树莓派']"
基于Django框架的特种设备使用过程监管软件的设计和实现,"['特种设备', '使用过程监管', 'Django', '软件', '设计和实现']"
基于Python和Django框架的物联网智能设备管理系统的设计与实现,"['Python', '物联网', 'Django', '智能设备']"
在线教育客服数据挖掘与对话机器人设计,"['在线客服', '对话机器人', '文本分类', '深度学习', '机器学习']"
美国电影中的拯救与救赎言说,"['战争', '弱势群体', '拯救', '救赎']"
基于Django框架的脑磁共振图像的可视化平台的设计和开发,"['脑磁共振图像', 'Django框架', '可视化平台', '图像处理', '颅骨分割']"
阿兹海默症核磁共振数据库的设计和辅助诊断模型研究,"['辅助诊断系统', 'Django', 'PCA', 'Adaboosting']"
高考志愿智能填报系统的设计与实现,"['高考志愿', '推荐系统', '自动问答', '数据挖掘']"
农业统计数据可视化系统设计与实现,"['农业统计数据', '多源异构', '数据采集', '数据可视化']"
基于用户社交网络的视频推荐算法研究与应用,"['推荐系统', '社交网络', '社会化推荐', 'Django']"
基于大众点评数据的城市餐饮消费行为可视分析,"['餐饮消费行为', '网络团购', '消费者网络', '多视图多粒度', '可视分析']"
马疾病数据库建设及服务平台研发,"['马疾病', '数据库', '服务平台']"
基于GIS的塔里木河流域河流湖泊信息系统的研究与实现,"['河流湖泊', '塔里木河流域', 'Web GIS框架', '信息共享']"
企业在线学习系统的研究,"['在线学习系统', '公有云存储', 'Django', '推荐系统']"
黄茶标准体系信息化管理系统的构建研究,"['信息化管理', '黄茶标准', '信息化', 'Django', 'Python']"
基于数据挖掘的疾病监测及关键技术研究,"['数据挖掘', '决策树', '随机森林', '恶性肿瘤', '多元线性回归']"
基于Python的中小学云课堂平台设计与实现,"['K12', '在线教育', 'Python', 'Django', 'Web 开发']"
基于交互的移动用户兴趣发现系统的设计与实现,"['移动应用', '兴趣发现', '交互行为', 'TF-IDF', 'TextRank']"
基于私有云的接口平台设计与实现,"['接口平台', '私有云', '虚拟化', '容器', '开发运维一体化', 'Django', 'MongoEngine', 'Docker']"
中小型培训机构管理系统的设计与实现,"['培训机构', '管理系统', '统一建模语言', '公众号', '中小型']"
基于AES和RSA组合加密算法在DOA中的设计与实现,"['AES', 'RSA', 'DOA', '权属']"
DOA下非结构化数据注册规范与注册原型研究,"['非结构化数据', '数据注册中心', '数据注册规范', 'RESTful API']"
面向法院裁判文书的质量检测技术研究,"['裁判文书', '质量检测', '说理质量', '自然语言处理']"
烟草赤星病和野火病预警系统的研究,"['烟草赤星病', '烟草野火病', '预警系统', 'Python', 'Django']"
基于主题的文本挖掘及可视化系统研究与实现,"['主题分类', 'LDA算法', 'Hadoop', '文本预处理', '数据可视化']"
暴力与死亡昆汀塔伦蒂诺电影研究,"['昆汀·塔伦蒂诺', '叙事策略', '暴力美学', '死亡本能']"
基于Django框架管理界面自动生成模块的设计与实现,"['Django', 'Python', 'MVC', '管理界面']"
基于Django的生鲜电商系统的研究与开发,"['Django框架', '生鲜电商', 'MySQL', '用户行为数据', '协同过滤算法']"
基于移动通话数据的可视化分析与研究,"['群体性活动规律', '个体活动模型', '活动轨迹', '可视分析']"
基于Scrapy技术的数据采集系统的设计与实现,"['Scrapy', 'Django', '数据采集', '网络爬虫']"
基于web的轨迹数据可视化研究与实现,"['B/S架构', 'web可视化', '热力图', '起始点', 'Django框架']"
动作分析在WZ公司成本核算的研究与应用,"['动作分析', '作业成本法', '成本核算模型', '成本核算系统']"
信阳市地税局绩效考核管理系统的研究与实现,"['地税部门', '绩效考核', '信息系统', '云端部署']"
基于物联网和GPRS的公共自行车管理系统,"['物联网', 'ZigBee', 'GPRS', 'MySQL', '调度算法']"
基于腾讯云的数据挖掘与展示,"['改进卡尔曼滤波算法', '腾讯云服务器', 'Tableau', 'R语言']"
ATLAS sTGC FEB数据管理系统的设计与实现,"['数据管理系统', 'ATLAS sTGC探测器', '前端电子学FEB', 'Django']"
手游服务平台的设计和实现,"['移动游戏', '服务平台', 'Web', 'Python', 'Django']"
移动测试服务平台的设计与实现,"['游戏测试', '移动测试', 'web', 'Django', '服务平台', '测试管理']"
基于Hadoop和Django的电商用户画像系统,"['用户画像', 'Django', 'Bootstrap', '标签系统', 'Hadoop']"
基于移动端的校园健康晨检系统的设计与开发,"['校园健康晨检系统', '设计', '开发', 'Django', '移动端', 'Android']"
基于非关系型数据库的MUSER海量数据存储与检索研究,"['非关系型数据库', '元数据', '数据一致性']"
电梯检测管理系统服务器软件设计与实现,"['电梯检测管理', '服务器', '数据库', '事件轮询']"
吉林省地理标志产品信息服务平台的设计与实现,"['地理标志', '服务平台', 'Python', '地图可视化', '爬虫技术', 'Django']"
基于Python语言的实验室管理系统的设计与实现,"['实验室管理系统', 'django', '信息化']"
基于Django框架的水土保持监测数据发布平台设计与实现,"['水土流失', '水土保持', 'Django', 'Python']"
旅客空铁联运路径选择可视分析,"['空铁联运', '可视化', '边绑定', '平行坐标', '交互']"
基于Django和Jenkins的运维自动化系统设计与实现,"['系统运维', '自动化', 'Django', 'Jenkins']"
植物标本采集信息系统的设计与开发,"['植物标本采集系统', '植物图像识别', '无网登录和标本上传']"
论昆汀塔伦蒂诺电影中的暴力美学表现形式,"['昆汀·塔伦蒂诺', '视听语言', '暴力美学', '表现形式']"
铁路巡检数据无线传输系统的设计与实现,"['4G', '高速铁路', '数据处理', '无线传输']"
基于WEB服务器的电子恒湿柜远程监控系统的研究与设计,"['电子恒湿柜', '远程监控', '组网协议构建', '无线传感网络', 'WEB监控平台']"
基于Django框架的健身平台微信签课系统开发,"['Django', '签课管理', '微信开发', '微信公众号']"
基于遥感反演的水质预测方法及其应用,"['水质监测', '水质预测', '遥感反演', '递归神经网络', '支持向量机']"
基于Django架构平台的地震数据处理工具集成机制设计与研究,"['Django架构', '工具集成', '地震数据处理', '地震滤波工具']"
基于综合评价的新能源同业对标系统设计与实现,"['同业对标', '综合评价', '新能源同业对标系统', 'Python', 'Django', 'Echarts']"
浅谈pythonDjango,"['模型', '视图', '模板']"
量子线路近邻化与综合平台的构建,"['量子线路', '最近邻', '量子代价', 'MCT门分解', 'Django']"
可视化开放性智慧动环管理平台的设计与实现,"['动环监控', '网络管理', '案例推理']"
基于推荐算法的智慧餐饮系统的设计与实现,"['餐饮推荐系统', 'GSOM算法', '协同过滤', 'SVD']"
某法制局智能办公系统设计与实现,"['办公系统', 'Django', 'B/S框架', '信息技术']"
基于Saltstack高校自动化运维平台的应用研究,"['Saltstack', '自动化运维平台', 'Django']"
基于深度学习图像识别的研究及应用,"['深度学习', '图像识别', '残差学习', '残差网络']"
基于Django的XSS防御研究与实现,"['跨站脚本攻击', 'Djano', '中间件', '模板变量', '富文本']"
卫星可见光波段观测模拟与分析系统设计与开发,"['Django+MySQL', '可见光', '数据可视化', '观测模拟与分析']"
基于非线性降维方法的高维数据可视化平台研究与实现,"['可视化', '高维数据', '降维', 'LargeVist-SNE']"
基于维基百科内容生成的协作认知研究,"['维基百科', '用户生成内容', '质量评估', '深度学习', '神经网络']"
基于电信大数据的汽车行业用户行为的研究与应用,"['汽车行业', '用户行为分析', 'word2vec', '用户画像']"
基于用户生成内容的多标签文本分类方法的研究与实现,"['多标签文本分类', '随机游走', '特征选择', '信息增益']"
VDES可视化仿真平台中AIS模块的设计与开发,"['船舶自动识别系统', '可视化', '平台', 'Django']"
居民用电异常识别系统的研究实现,"['支持向量机', '局部异常因子', '皮尔逊相关系数', '异常用电识别', '逻辑回归']"
举个栗子,['nan']
基于数据挖掘的成都市空气质量预测系统设计,"['空气质量预测', '数据挖掘', 'BP神经网络', 'Python', '空气质量预测系统']"
基于物联网和云服务技术的多媒体发布系统,"['新媒体', '媒体运营', '定点推送', '终端监控', '负载均衡']"
基于云服务技术的智慧餐饮研究,"['智慧餐饮', '自动结算', '云服务技术', '智能勺子']"
基于Docker的容器资源管理系统的设计与实现,"['Docker', '虚拟化', '容器', '镜像', 'Django', 'Bootstrap']"
工业控制网络入侵检测系统的设计与实现,"['工业控制安全', '入侵检测', '报文解析', '数据库设计', 'web技术']"
基于Python Django框架的多媒体发布系统,"['终端监控', 'Django', 'Python', '精准推送']"
基于临床业务系统的临床科研数据收集与整理的应用研究,"['医院信息系统', '数据仓库', '中医病历', '真实世界研究']"
基于Web的地铁盾构施工数据管理平台,"['地铁施工', '盾构掘进', 'Django', 'Python']"
电子提花机控制系统的软件设计,"['电子提花机', '花型编辑', '掉电保护', '云平台', '监控系统']"
Django框架管理界面自动生成模块的优化设计策略,"['Django', '框架管理界面', '优化设计策略']"
分布式光纤传感系统用户接口设计,"['布里渊散射', 'B/S架构', 'Django', 'MTV']"
基于Django的光纤网络资源管理系统的设计与实现,"['光纤网络', '资源管理', '动态光纤', '标签打印']"
基于机器学习的高铁转向架服役性能研究,"['转向架', '服役性能', '小波变换', '随机森林', 'Django框架']"
考虑费用效益影响的桥梁养护管理系统开发与应用,"['管理系统', '桥梁养护', '桥梁评估', 'Django开发', '桥梁养护效益']"
基于Appium的手机自动化测试系统的设计与实现,"['自动化测试', '关键字驱动', 'Appium', 'Jenkins', 'Python']"
基于Django的XSS和CSRF防御系统的研究与实现,"['跨站脚本攻击', '跨站请求伪造', 'Django', '中间件']"
基于遥测的工控系统入侵检测算法优化与实现,"['工业控制系统', '入侵检测', '机器学习', '遥测']"
面向公路物流的车辆追踪系统设计实现与优化,"['Android系统', '车辆追踪系统', 'OpenStreetMap', 'Django', '地图匹配']"
市级税收征管软件的研究与实现,"['税收征管系统', '三层架构', '数据共享', '税务辅助系统']"
手语合成系统的研究与实现,"['手语合成', '手语采集', 'PyQt4', 'ffmpeg', '语音识别']"
步步高连锁超市销售与天气关联分析方法及支撑工具,"['Spark', 'RBF神经网络', '回归', '销售预测', '连锁零售业']"
县级税务机关内部财务管理系统的设计与实现,"['财务系统', '三层结构', 'Python', 'B/S结构']"
基于Django的微信营销系统的设计与实现,"['Django', '微信营销', 'Celery', '协同过滤']"
移动端银行信贷资料管理系统的设计与实现,"['信贷管理', 'C/S', '银行业', '安卓', 'Django']"
基于Android手机安全防御系统的设计与实现,"['手机安全防御', '隐私文件加密', '指纹识别', '程序锁', 'AES/256']"
基于Django的海量媒体数据分析平台的设计与实现,"['海量媒体数据', 'Django框架', '复杂性科学', '数据分析平台', 'Apache服务器', 'Bootstrap框架']"
足球彩票数据管理与智能分析系统的研究实现,"['足球彩票盘路分析', 'Django', 'Celery', '数据管理平台', 'SVM', 'DeepCNN']"
基于分布式ETL和Django的终端运营管理系统,"['ETL', '分布式', '敏捷发开', 'Django']"
Python语言的Web开发应用,"['Python', 'Web开发', '云计算']"
基于Django框架的GPS Web服务器的设计与实现,"['GPS', 'Django', 'Web服务器', 'Ajax']"
基于Django框架的关键词排名监控系统设计,"['电商数据', '排名', '爬虫', 'Django']"
基于Python的非结构化数据检索系统的设计与实现,"['Django', '数据检索', '需求分析', '效果图', '测试用例']"
基于国产平台的通信设备性能监控系统实现方法研究,"['性能监控', 'Django', 'kylin', 'python', 'Easyui', 'Pysnmp', 'Pyqt']"
基于数据挖掘的图书馆推荐系统的设计与实现,"['数据挖掘', '信息可视化', '推荐系统', '数字图书馆']"
基于Spark的校园信息分析系统的设计与实现,"['数据挖掘', 'Spark', 'Django', '数据可视化']"
基于混合模式的气表质检系统的设计与实现,"['智能仪表', '检测系统', '混合模式', '数据管理']"
异地分布式IP呼叫中心总控平台的设计与实现,"['呼叫中心', '分布式', '监控']"
瞬变源快速自动响应观测系统的研究与实现,"['天文数据处理', '瞬变源', '自动观测']"
基于Ceph的OpenStack存储克隆链,"['Ceph', 'OpenStack', '存储', '克隆链', 'Django']"
基于Atmel平台的电力线传输技术演示器的设计与实现以及一款开源LTE仿真软件的研究和测试,"['法国电信', '电力线传输', 'G3-PLC', 'LTE', 'OAI']"
基于Python的高等学校社团信息管理系统,"['高校社团', '管理系统', '信息化']"
Python框架在WEB开发中的运用,"['Python框架', 'WEB开发']"
基于Django实现用户点击图片更换头像功能,"['Web开发', 'Python语言', 'Django框架', 'SQLite数据库']"
基于互联网的建筑物资采购平台建设研究,"['建筑物资采购', '第三方平台', 'Python技术', '保障机制']"
移动端新闻资讯系统的设计与实现,"['新闻资讯系统', '爬虫', '自定义控件', '轻量级后台']"
基于Django的维稳平台情报信息管理与分析系统研究与实现,"['维稳管理系统', '保序加密(OPE)', '时间序列预测', '数据可视化']"
基于计算机视觉的感兴趣人群属性分析系统,"['感兴趣人群', '统计系统', '人脸检测', '性别判断', '年龄预估']"
基于微软工作流的运维管理系统的设计和实现,"['运维系统', 'Django', '自动化', '工作流']"
好未来教育服务平台的设计与实现,"['好未来教育服务平台', 'web开发', '课后答疑']"
基于BS架构的自动化运维平台的设计与实现,"['持续集成', 'Jenkins', '自动化部署', '自动化监控']"
防火墙集中管理系统的设计与实现,"['防火墙管理', '集中管理', '大数据分析', 'Django']"
学生公寓房源数据采集平台的设计与实现,"['网络爬虫', '网页数据抓取', '学生公寓', '数据中心', '消息系统']"
基于Web的测试用例管理及生成系统,"['测试过程管理', 'Vue.js', 'Django', 'Restful API', '测试用例生成']"
重要部位场所多重身份认证管理系统,"['RFID', '红外热像', '人数识别', 'ARM', 'Django']"
呼和浩特乒羽中心综合管理系统设计与实现,"['开场预约', '会员管理', '场地设置']"
面向大数据的语音日志分析系统的设计与实现,"['大数据', 'Django框架', '用户分群', '数据挖掘', '电影推荐']"
好莱坞西部片的叙事研究,"['好莱坞', '类型电影', '西部片', '电影叙事']"
Python代码风格对软件维护的影响研究,"['Python代码风格', '软件维护', '易变性', '易错性', '实证研究']"
基于Django的车站信息设备故障管理系统的设计与实现,"['Python', 'Django', 'PyCharm', 'SQLite', '故障管理']"
面向云服务的数据保护和基于角色访问控制的研究与应用,"['云服务安全', '多租户', 'CRM', '基于角色访问控制', '数据加密']"
基于Django框架的篮球体能与技术测试数据管理设计与实现,"['篮球体能与技术测试', '数据管理系统', '实时训练监控']"
基于SMIS管理规范的企业存储监测系统设计与实现,"['SMI-S', 'Python', 'Django', '企业存储']"
基于Python的自动化测试框架的分析与设计,"['自动化测试框架', 'Python', 'STAF', '软件测试', '测试引擎']"
基于规则神经网络和因子分解机的儿童脓毒症辅助诊断关键技术研究,"['脓毒症', '数据挖掘', '神经网络', '因子分解机', '辅助诊断', '儿童']"
基于视频分享社交系统后台的设计与研发,"['模板库', '视频分享', '社交网络', 'Python', 'Django']"
期刊编辑管理系统的设计与实现,"['面向对象', '结构化', '期刊编辑管理系统', '设计']"
中小学教师网络教研平台的设计与开发,"['网络教研平台', '设计', '开发', 'Django']"
基于中图专业分类映射的高校图书馆图书推荐方法的研究与实现,"['个性化推荐', '图书馆系统', '中图分类', '相似度计算']"
基于Django的位置监控管理系统的研究与实现,"['Django', 'MyCat', 'MySQL', 'GPS', '位置监控系统']"
从逆问题求解角度解释Ponzo错觉,"['Ponzo错觉', '错觉认知', '逆问题', '射影几何', '错觉计算']"
基于网络服务器在线色谱控制与分析系统的开发,"['色谱分析', '服务器', '动态并发处理', '重叠峰', '双树复小波变换']"
基于WiFi的异常轨迹预警系统设计与实现,"['异常轨迹', 'WiFi', '预警系统', 'GPS', 'UML']"
网络功能虚拟化平台与相关部署算法设计,"['NFV平台', 'MANO', 'VNF部署']"
基于WEB的生产与质检管理系统的设计与实现,"['制造业', '生产与质检管理系统', 'Django', '网络流']"
ATCA平台中板卡级设备接入环境的设计与实现,"['软件无线电', '领域建模', '处理器', '接入', '信号处理平台']"
昆汀塔伦蒂诺电影的视觉审美特征,"['昆汀·塔伦蒂诺', '电影', '视觉审美']"
六度后台管理系统的设计与实现,"['企业信息化', 'Python', 'Django', '后台管理']"
基于PHM的电容退化状态可视化系统的设计与实现,"['故障预测与健康管理', '剩余使用寿命', '数据建模', '数据可视化']"
面向嵌入式开发的硬件输入和外部接口远程控制系统,"['远程控制系统', '嵌入式', '硬件输入', '外部接口', 'Web终端用户']"
OpenStack Magnum的双层自动扩展服务平台研发,"['容器服务', '分布式架构', '多租户', '双层自动扩展']"
FIDO服务平台的设计与实现,"['快速在线身份认证系统', 'U2F服务器', 'UAF服务器', 'Django框架']"
智能卡自动招领系统识别算法的研究,"['招领系统', '图像识别', '数字识别', '数据库', '数据集']"
服务创新平台弹性负载均衡机制的研究与实现,"['负载均衡', 'OpenStack', '弹性伸缩']"
云平台下多用户应用并发部署机制的研究与实现,"['OpenStack', 'Puppet', '单台机制', '动态负载机制', '分布式机制']"
基于Django的O2O家庭酒店商务平台的设计与实现,"['家庭酒店', 'Django', 'Python', 'O2O']"
基于嵌入式的工业现场远程监控系统的研究与开发,"['现场监控', '嵌入式系统', '数据采集', 'PLC']"
校园二手物品交易网站研究与设计,['nan']
基于Django的OpenStack云平台管理子系统设计与Web实现,"['OpenStack云平台', 'Django', '计算管理', '存储管理']"
基于Django的OpenStack云平台管理子系统的分析及实现,"['OpenStack管理子系统', 'Django', '监控功能', '网络功能']"
面向大数据的高可靠实时无线运动监测系统设计,"['无线传输', '快速人脸识别', '体育锻炼', '嵌入式系统', '阳光长跑']"
基于Python开发预警机系统检测设计与研究,"['预警机', 'Python', 'Django', '树莓派', 'Qt']"
拍出精彩的电影而非精美的画面罗伯特理查德森电影摄影研究,"['罗伯特·理查德森', '电影影像', '视觉节奏', '光线动机', '影调控制', '摄影技巧']"
移动学习关键技术和学习模式的研究,"['移动学习', '学习模式', '移动技术', '汉语', 'Android']"
基于Django的O2O家庭酒店商务平台,"['家庭酒店商务平台', 'Django', 'Python', 'O2O']"
某移动应用数据分析系统的设计与实现,"['数据分析', '移动互联网', '数据可视化']"
一个题库录题系统的设计与实现,"['录题', '题库', 'Django框架']"
基于Django框架的浮云笔记系统的设计与实现,"['笔记', '拖拽', '多级目录']"
基于Django的课程推荐系统的设计与实现,"['课程推荐', '协同过滤', '基于内容的推荐', '个性化推荐']"
基于Django和Celery框架的进度管理平台的设计与实现,"['Django', 'MTV模式', 'Celery', '并行架构', '进度管理']"
基于DPI大数据的分布式平台设计与应用,"['DPI数据', '分布式平台', '支持向量机', '用户画像']"
基于SDN的知识库构建及应用,"['软件定义网络', '安全', '知识库', '订阅/推送', '应用']"
局域网环境下设备侦测及封锁技术的设计与实现,"['局域网', '资讯安全', 'SNMP', 'ARP封锁', '免费ARP']"
基于Django的实验室信息管理系统设计,"['Django框架', 'Apache服务器', 'Web站点', 'SQLite数据库']"
基于分布式的社交网络信息推荐,"['分布式', '推荐系统', 'HANLP', '协同过滤', '社交网络']"
