标题,关键字
一种高并发电商秒杀系统的设计与实现,"['秒杀系统', 'SSM框架', '高并发', '系统优化', '集群部署']"
基于Web的高压电缆综合监测分析系统设计与实现,"['SSM框架', 'MVC设计模式', 'J2EE', '数据库', '监测分析系统']"
大学生旅游服务平台设计与实现,"['大学生', '旅游服务平台', 'SSM', 'HTML5']"
web应用开发中的SSM框架设计,['nan']
基于SSM框架的后台管理系统设计与实现,"['后台管理', 'MVC模式', 'J2EE', 'SpringBoot', 'SSM', 'Mysql数据库']"
基于双RFID物联网技术的非机动车防盗系统设计与实现,"['双RFID', '非机动车防盗系统', 'SSM框架', '联动报警']"
基于ONVIF协议的视频服务器的设计与实现,"['ONVIF协议', 'HTTP协议', '视频监控', '视频服务器', '功能模块化']"
基于WebGL的数据中心3D可视化系统的设计与实现,"['数据中心', '三维可视化', 'B/S', 'WebGL', 'Three.js']"
基于AngularJS的城市道路停车运营管理平台设计与开发,"['AngularJS', '道路停车', 'MVC', 'Web']"
基于WebGIS的校园位置服务系统设计与开发,"['WebGIS', '位置服务', '数据采集', 'Socket', '地图服务器', 'PostGIS']"
基于蓝牙的养老院室内定位系统的设计与实现,"['蓝牙', '养老院室内定位', 'SSM框架', 'Redis缓存', '数据库中间件']"
基于Redis与SSM的大型设备数据运用系统设计,"['大型设备', '数据运用系统', 'SSM框架', '数据缓存', '分层设计']"
基于Web的兴趣选修管理平台,"['在线选课平台', '中小学校兴趣课程', 'SSM', 'Java Web']"
基于SSM框架的资产管理系统的设计研究,"['SSM框架', '资产管理系统', 'MVC开发模式']"
基于SSM框架的在线选课系统设计与实现,"['在线选课系统', 'SSM框架', 'MYSQL数据库']"
基于SSM框架的科研管理系统的分析与设计,"['科研文档管理', 'SSM框架', 'MySQL数据库']"
浅谈大学生自学资源网的分析与设计,"['MVC', 'Java', 'MySQL', 'Spring']"
基于SSM框架的数据采集系统的设计与实现,"['爬虫', 'SpringBoot', '数据抓取', 'MongoDB', 'B/S']"
基于SSM的项目申报与执行信息管理系统的设计与实现,"['学科建设', 'SSM框架', 'Activiti5框架', '报表']"
基于多目标差分进化算法的冷轧生产联排计划问题,"['联排计划问题', '改进差分进化算法', '多目标优化', 'K临近']"
基于SSM的盾构掘进管理平台的设计与实现,"['盾构掘进', '管理平台', 'J2EE', 'SSM']"
基于SSM的行政审批信息系统的设计与实现,"['行政审批', '信息系统', 'B/S架构', 'SSM框架']"
基于SSM框架的水资源管理系统的设计与实现,"['水利工程', 'GIS', '防汛抗旱', '智能化']"
基于用户意向分析的汽车租赁系统的设计与实现,"['汽车租赁', '用户意向分析', '个性化推荐', 'SSM']"
微信社群自动化管理系统的设计与实现,"['社群', '微信群', '智能客服', '微信机器人', '自动化管理']"
基于Docker的开发者实验室系统设计与实现,"['开发者实验室', '镜像', 'Docker容器', '集群']"
基于SSM框架的短信接入系统的设计与实现,"['短信接入服务', '自定义短信', 'kafka技术', 'SSM框架']"
一个项目建设流程管理系统的设计与实现,"['流程管理', '三层架构', '消息推送']"
基于OpenStack的云管理系统的设计与实现,"['云计算', 'OpenStack', '云平台']"
车辆特征数据管理系统的设计与实现,"['车辆特征', 'SSM框架', 'JNA技术', 'Nginx负载均衡']"
保密业务考试系统设计与实现,"['保密业务', '考试系统', '自动组卷', 'Docker镜像']"
基于微服务的电商系统的设计与实现,"['电子商务', '微服务', '单体式架构']"
基于SSM的英语学习网站的设计与实现,"['在线英语学习', 'B/S架构', 'SSM框架']"
机电项目管理信息系统设计与实现,"['机电项目管理信息系统', 'SSM框架', 'B/S模式']"
攀枝花学院学术成果展示平台设计与实现,"['SSM框架', '学术成果展示', '信息化管理', 'Spring']"
基于Kinect的上肢康复网络系统的设计与实现,"['Kinect', '骨骼向量', 'DTW', '上肢康复训练', 'SSM']"
音乐情绪测量软件系统的设计与实现,"['音乐分类', '情绪模型', 'Web应用', 'J2EE', 'SSM']"
基于SSM框架的旅游管理系统分析与设计,"['旅游管理', 'B/S', 'SSM']"
大数据时代下基于SSM框架的高校毕业生档案管理系统的研发设计,"['SSM', '高校档案管理', 'LODOP', 'POI', '管理系理', 'Bootstrap', 'Java']"
基于SSM的社交软件的设计与实现,"['Spring', 'MyBatis', 'WebSocket', '社交软件']"
基于SSM框架的企业服务微信小程序设计与实现,"['创新创业', '企业服务', 'SSM框架', '微信小程序']"
高校本科毕业设计文档管理系统的设计与实现,"['文档管理', 'SSM框架', '教务管理']"
基于人脸识别的流动人口信息采集系统设计与实现,"['人脸识别', '信息采集', '人证比对', 'SSM框架']"
基于SSM框架的高校学生录取名册档案管理系统设计与实现,"['SSM框架', '高校', '档案利用', '录取名册']"
基于SSM框架的车辆维修管理系统研究,"['SSM框架', '车辆维修管理', '故障信息']"
在线点餐系统的设计与实现,"['在线点餐系统', 'JAVA Web', 'SSM', 'B/S']"
蒲江社保大数据平台系统设计与实现,"['社保信息系统', 'hadoop', 'SSM框架']"
山大商院科研成果管理系统设计与实现,"['高校科研成果', 'SSM框架', '成果管理', '层次分析', '科研绩效']"
基于SSM框架的企业人事管理系统的设计与实现,"['人力资源管理', 'SSM框架', 'UML', 'MVC架构']"
江苏省机电设备电子招标投标交易平台设计与实现,"['电子化招投标', '招投标平台设计', '招投标交易流程']"
基于BS结构的高校教务系统设计,"['高校教务系统', 'B/S', 'SSM框架']"
基于SSM的校友管理系统的设计与实现,"['校友管理系统', 'JavaEE', 'SSM', 'Bootstrap']"
德宏州司法局社区矫正管理系统的设计与实现,"['监督管理', '地理信息', '统计报表管理', 'SSM', 'SQL Server']"
基于SSM的品优购后台管理系统的设计与实现,"['信息管理系统', 'SSM', 'MySQL', '运营商', '商家']"
基于Web的数字迎新系统的设计与实现,"['数字迎新', 'JSP', 'J2EE', 'MVC', 'SSM']"
SSM在社区网格化管理平台中的设计与应用,"['SpringMVC技术', 'Spring技术', 'Mybatis技术', '管理平台']"
基于SSM框架旅游网站后台系统设计与实现,"['SSM框架', '系统设计', '旅游']"
德阳供电公司图书管理系统设计与实现,"['图书管理系统', 'SSM框架', 'J2EE', 'B/S模式']"
基于前后端分离技术的电厂信息管理系统后台程序开发,"['电厂管理信息系统', 'SSM框架', '后台程序', '前后端分离']"
基于Android的农机运维管理信息系统设计,"['Android', '农机运维管理系统', 'SSM框架']"
基于SSM和Java的网上订餐系统设计,"['SSM框架', 'java', 'Web开发', '系统测试']"
基于Android的废旧物品回收系统的开发,"['废旧物品回收', '数据库系统', 'SSM框架', 'Android平台']"
德阳供电公司用户用电行为分析系统设计与实现,"['SOA', 'SSM', '行为分析', 'B/S模式']"
基于SSM企业级框架的微信公众平台构建以航拍服务号为例,"['SSM企业级框架', '微信公众平台', '系统构建', '航拍服务']"
基于SSM的某高职院校人事管理与分析系统的设计和实现,"['高职高职院校', '人事管理', '管理信息系统', 'SSM框架', 'Oracle 11g']"
基于SSH框架的农产品供求信息平台的设计与实现,"['供求信息', '农产品交易', '农业信息化', 'SSM框架']"
基于SSM框架的Java Web开发课程教学中的几点思考,"['SSM框架', 'Java web教学']"
基于Android和JavaEE的家教平台设计与实现,"['家教平台', 'JavaEE', 'Android', '推荐算法']"
不良资产的识别和计量跨国比较,['nan']
基于SSM的交通政务管理系统的设计与实现,"['交通政务', '信息交流', '信息管理']"
基于Windows内核的在线评测系统的设计与实现,"['OJ系统', 'SSM', 'Windows API编程', '沙箱']"
基于SSM框架的西安旅游网站研究,"['西安', '旅游信息', 'SSM']"
基于多保真度建模的多层级筒壳屈曲分析及优化方法研究,"['薄壳结构', '屈曲分析', '折减因子', '多保真度建模', '代理模型优化']"
烧伤患者智能随访管理系统的设计与应用,"['烧伤患者', '智能随访', '管理系统', 'SSM', 'Java', 'MySQL']"
营销实时费控分析系统的设计与实现,"['电力营销', '费控用户', '自动化', 'Java Web技术']"
基于SSM的在线课程平台的设计与开发,"['Java', 'SSM在线课程', 'MVC']"
基于Web的业务处理百科系统设计与实现,"['业务处理信息', 'Web应用技术', 'SSM框架', '科学管理']"
基于Javaweb技术广东省学生体质争优运动处方数据库和视频库的构建,"['SSM', '体质测评', '运动处方', '营养处方', '视频库']"
基于Dubbo的运营管理平台权限系统的设计与实现,"['权限系统', 'Dubbo框架', 'Zookeeper框架']"
学院科研工作管理系统的设计实现,"['WEB', '科研', '管理系统']"
公安民用无人机实名登记系统的设计与实现,"['无人机', '实名登记', 'Java EE', 'SSM框架']"
互助旅游平台的设计与实现,"['旅游', 'SSM框架', 'Tomcat', '需求', '网站设计']"
基于WEB的精准扶贫管理系统的设计与实现,"['精准扶贫', 'MVC框架', 'Java Web', 'SSM技术']"
基于SSM框架的学术成果展示平台设计与实现,"['Java', 'SSM框架', '学术成果']"
基本Web的郑州旅游信息展示系统的设计与实现,"['旅游', 'SSM', 'JSP', 'MySQL']"
基于selenium2的自动化测试系统的设计和实现,"['Selenium2', 'SSM', '自动化系统', '测试用例生成']"
基于SSM的商品智能推荐系统的开发研究,"['SSM', '智能推荐', '开源框架', 'Java']"
基于SSM框架的水质监测数据管理系统研究,"['水质监测', '数据管理', 'Spring', 'SpringMVC', 'MyBatis']"
JavaEE框架技术课程建设研究,"['JavaEE', 'Spring', 'Mybatis', 'SpringMVC', '改革']"
基于SSM的自动组卷系统的设计与实现,"['组卷系统', '自动组卷', '遗传算法', 'Word格式', 'SSM框架']"
基于J2EE的客户关系管理系统的设计与实现,"['Java EE', '客户关系管理', 'SSM', 'mysql']"
基于SSM框架的题库和试卷管理系统的设计与实现,"['SSM框架', 'Bootstrap前端框架', 'FreeMarker模板引擎', '题库管理', '试卷管理']"
基于SSM框架的Web系统研究与应用,"['SSM框架', 'Web系统', '架构设计', '应用研究']"
软件工程方向综合设计课程教学设计与实践,"['综合设计', '工程能力培养', '课程教学实践', '梯度型课题设计']"
基于SSM的智能停车场管理系统的设计与实现,"['管理系统', 'web系统', 'SSM框架', '数据库']"
基于SSM框架的旅游信息网站的设计与实现,"['旅游信息网站', '景点管理', 'Spring MVC框架', 'my Baits', 'B/S架构']"
基于SSM架构博客平台设计与实现,"['JavaConfg', 'SpringMvc', 'Spring', 'Mybatis', '博客']"
基于物联网的生命体征数据采集系统软件平台研究,"['医疗物联网', '生命体征数据采集系统', 'BLE', 'SSM', '时序数据库']"
基于SSM的互联网数据银行的设计与实现,"['SSM', 'JavaEE', '大数据', '数据银行']"
宿管管家APP系统设计与实现,"['SSM', '宿管管家', 'Android']"
基于SSM的同城电商平台的设计与实现,"['同城电子商务', 'SSM框架整合', 'java', 'B/S架构', 'B2C']"
面向装备RUL预测的平行仿真框架,"['平行仿真', '模型演化', '剩余寿命', '状态感知', '状态空间模型', '数据同化', '参数估计']"
基于Activiti的铁路生产管理系统的设计与实现,"['生产管理系统', 'Activiti', 'SSM', 'J2EE', '铁路电务']"
基于REST的农业旅游园区系统的设计与实现,"['电子商务', 'SSM框架', 'Redis', 'RESTful']"
扫描与遗传组合算法在快递揽收信息系统中的应用研究,"['快递揽收', '信息系统', '扫描算法', '遗传算法', '路径规划']"
分布式地震前兆台站综合管理系统设计与实现,"['地震前兆系统', '统一建模语言', 'SSM框架', 'Redis', '分布式系统']"
互联网洗衣服务平台,"['互联网+', '网上洗衣服务', 'SSM框架', 'jQuery', '微信公众号']"
基于SSM自适应灌溉监测系统的研究与设计,"['灌溉监测', 'SSM框架', '自适应控制', 'ZigBee']"
粮食加工环节损失数据信息系统的设计与实现,"['粮食加工', '损失数据', 'SSM', '可视化', '数据存储']"
SSM框架在城市水务大数据中的设计与应用,"['互联网', '城市水务管理', 'SSM框架', '大数据分析']"
无人机调度算法研究与管控平台设计,"['无人机', '调度算法', '改进蚁群算法', '管控平台', 'SSM框架']"
高校教师聘期考核系统的设计与实现,"['教学评价', '科研评价', '层次分析法', 'BPNN', 'SSM框架']"
额尔古纳国家级自然保护区巡护监管系统研发,"['自然保护区', 'WebGIS', '移动GIS', 'ArcGIS Server', '巡护监测管理']"
基于SSM框架的智能视频收录系统的设计与实现,"['收录系统', '数字广播', '智能监控', 'SSM']"
基于SSM框架的铁路技术规章管理系统的设计与实现,"['铁路技术规章', 'SSM框架', 'Lucene全文搜索引擎', '查重']"
美术作品鉴赏系统研究,"['艺术', '审美', '鉴赏', 'SSM', 'WEB应用程序']"
助老服务APP及服务推荐策略研究,"['助老', '服务推荐', '移动互联网', 'Kuhn-Munkres算法', 'Erlang-C排队理论']"
法院诉讼文书送达平台的设计与实现,"['原型法', 'ArteryBase', 'SSM', 'B/W/D', '黑盒测试']"
互联网金融数据平台的设计与实现,"['数据平台', 'SSM框架', 'Hive', '数据分析']"
DeST内核代码评测及搜索系统的设计与实现,"['建筑全性能联合仿真平台内核', '在线自动评测', '克隆代码', '代码搜索', 'ActiveMQ']"
基于参与感知的Web气象服务系统,"['气象服务', 'K-means', '参与感知', '激励机制', '贪婪算法']"
基于物联网技术的农田信息监测系统设计与实现,"['农田信息监测', 'ZigBee', 'GPRS', '物联网云平台', 'SOA']"
基于Hadoop的电影推荐系统的设计与实现,"['推荐系统', '协同过滤', '电影']"
基于SOA的安全风控平台研究与设计,"['面向服务', '平台架构', 'Dubbo', '安全风控', '服务中心']"
面向服务的物流线路优化系统的研究与开发,"['面向服务', '物流', '线路优化', '区域划分', 'SSM框架']"
企业活动运营系统架构的设计与实现,"['活动运营系统', '系统架构', '分布式', 'SSM框架', '微服务']"
基于B2B2C模式的网上装饰城设计与实现,"['B2B2C', '网上装饰城系统', 'SSM框架', 'Bootstrap', 'LayUI']"
商品条码网上业务办理系统的设计和实现,"['商品条码', 'TIFF文件', 'Web服务', '微信小程序']"
基于消息队列的iSIGHT模型文件管理系统的设计与实现,"['消息队列', '文件管理', 'iSIGHT模型文件']"
自复位延性剪切薄板支撑钢框架的简化模型和超强研究,"['自复位延性剪切薄板钢支撑', '滞回性能', '简化模型', '超强系数', '延性折减系数', '强度折减系数']"
智能节水决策支持系统设计与实现,"['智能节水', '决策支持系统', '优化决策模型', 'SSM框架', 'LINGO']"
基于工作流的科研绩效考核系统的设计与实现,"['绩效考核', 'Activiti工作流', 'SSM框架']"
基于Web的专利管理平台的设计与实现,"['专利管理', '专利分析', 'SSM', 'MongoDB', 'Solr']"
B2B电子商务订货平台的设计与实现,"['B2B 电子商务', 'SSM 框架', 'Redis', 'Solr 搜索引擎', 'Mahout']"
基于MVC模式的车载服务平台监控管理系统研究,"['MVC', 'SSM框架', '监控管理']"
基于云存储的教学资源EMS的设计与实现,"['云存储', '教学资源设计', '实现', '移动互联网']"
基于SSM的售卖农业产品商城设计与实现,"['农业产品', '购物']"
个性化课程资源推荐系统的设计与实现,"['推荐课程', '用户兴趣模型', '余弦相似度', 'SSM框架']"
基于SSM框架的网购商城的设计与实现,"['网购商城', 'J2EE', 'SSM框架', 'B2C', 'SOA']"
甘孜电力营销管理系统设计与实现,"['ERP', '数据挖掘', 'K-means', 'ID3决策树']"
基于SSM框架整合的工服报号统计系统设计,"['Spring', 'Mybatis', 'SSM整合框架', '报号统计系统', '系统设计']"
Java EE框架技术课程教学改革研究,"['Java EE', 'SSM', '项目过程管理', '教学模式']"
基于SaaS的教学系统的设计与实现,"['SaaS模式', '多租户', '可配置', 'RBAC', 'SSM框架']"
远程教育系统的设计与实现,"['WEB', '远程教育', 'SSM框架', '组卷算法', 'MVC']"
社区医疗信息平台的研究与设计,"['医疗信息平台', 'Java EE', 'SSM架构', '远程监测', '心电数据分析处理']"
装备平行仿真中演化建模框架研究,"['平行仿真', '模型演化', '剩余寿命', '数据同化', '参数估计', '模型选择', '状态空间模型']"
基于ssmredis的网络问答社区的设计与实现,"['问答社区', 'javaweb', 'redis', 'ssm', '蛤乎']"
基于Spring和Android的采样精细化管理系统的软件设计和实现,"['环境监测', '采样精细化', 'SSM框架', '管理系统']"
基于阵列稀疏与目标稀疏的宽带DOA估计算法,"['宽带信号', 'DOA估计', '压缩感知', '稀疏信号重构', '阵列稀疏']"
基于BS架构和容器化技术的智能家居控制系统研究,"['智能家居', '容器化', 'B/S', 'Docker', 'SSM']"
硕士毕业论文管理系统的设计与实现,"['B/S架构', '信息管理系统', 'SSM框架', 'MySQL']"
多源通用数据标准管理平台的设计和应用,"['数据标准', '多源', '通用', 'SSM框架', 'Extjs']"
基于TSVSSM的元数据管理平台的设计和应用,"['软件工程', '元数据管理', 'SSM框架', 'MySQL', 'Extjs']"
基于SSM的前后端分离电商网站的设计与实践,"['电商网站', '架构', '前后端分离', '测试']"
eSIM的空中写卡与实名认证系统开发,"['eSIM', '空中写卡', '实名认证', '数据加密']"
水电机组运行事件智能诊断系统的设计与实现,"['人工智能', '故障诊断', '知识库', '推理机']"
多源气象数据处理与可视化验证框架平台研究,"['WRF', 'Webgl', 'SSM', '颜色渲染函数', 'PSO-ELM']"
基于网络摄像的教室资源管理系统的设计和开发,"['教室管理', '摄像头', '人数统计', 'OpenCV', 'SSM框架']"
基于云计算的女性健康档案系统设计与实现,"['健康档案系统', '云计算', '数据整合']"
企业安全生产指数管理信息系统的设计与实现,"['安全生产指数', '层次分析法', 'SSM框架', '软件工程']"
基于SSM的OKR看板系统的设计与实现,"['OKR看板管理', 'SSM', 'Bootstrop']"
国家审计机关绩效评价研究,"['国家审计', '审计机关', '绩效评价']"
Web在工业照明系统的应用研究,"['工业照明', 'Web', '远程控制', '现场总线']"
基于SSM框架的B2C网上商城系统的设计与实现,"['B2C网上商城', 'B/S构架', 'Java', 'SSM框架']"
支持多租户的多媒体联络中心配置管理系统的设计与实现,"['多媒体联络中心', '配置管理', '多租户', 'SSM', 'MySQL', 'Redis', 'IVR']"
基于Kinect的上肢康复训练系统设计与实现,"['Kinect', '上肢康复训练', 'DTW', '三维仿真', 'SSM框架']"
大气环境监测预警系统的研究与开发,"['大气环境', '数据可视化', '插值算法', '监测', '预警']"
海洋数据信息服务系统的设计与实现,"['海洋数据', '信息服务', 'SSM框架']"
工业设备点检系统中客户端及服务器端的开发设计,"['点检', 'Android', 'SSN框架', 'Redis缓存']"
基于SSM的智能风冷式冷热水机组控制系统的设计与实现,"['SSM', '风冷式冷热水机组', 'STemWin', 'RS-485通信', 'Web管理平台']"
农业机械运维管理系统的设计与实现,"['农机运维管理系统', '调度', '移动客户端', '路径推荐']"
烟叶储存安全监测系统的设计与实现,"['烟叶储存安全监测', 'Web Service', '遗传算法', 'BP神经网络']"
教育视频管理和检索研究及其应用,"['教育视频', '管理', '检索', '音频', '检索粒度']"
面向智慧校园的虚拟实验平台研究与实现,"['虚拟实验平台', 'WebSocket通信协议', 'SSM框架', 'WebGL技术']"
基于Hadoop与SSM的大数据云存储平台设计与实现,"['云存储', 'Hadoop', '分布式文件系统', 'SSM', '非阻塞IO', 'Shiro']"
注塑MES平板端系统的设计与实现,"['SSM', 'MES', '注塑机', 'Java']"
基于Hadoop平台的评价系统设计与实现,"['评价系统', 'Hadoop平台', 'SSM框架', '中介真值程度度量', '评价规则']"
考试后台管理系统,"['考试后台管理系统', 'SSM', 'JSP', 'Oracle']"
手机新闻直播客户端的设计与实现,"['Android手机', '新闻', '直播广播', '客户端', 'Android Studio', 'Java']"
股票配资客户服务平台的设计与实现,"['股票配资客户服务平台', '操盘中心', 'SpringMVC', 'SSM', 'MySql']"
数据运营管理系统的设计实现与优化,"['浪潮', '数据运营管理系统', 'JAVA', 'SSM', '任务调度模型']"
商业银行产品销售录音录像管理系统的设计与实现,"['录音录像管理', '话术管理', '产品管理', 'SSM', 'SQL Server']"
基于SSM架构的3D动画制作协同管理系统的设计与实现,"['云存储', 'FastDFS', '3D动画']"
基于WebGIS的城市危旧房屋监管系统研究与实现,"['危房管理', 'WebGIS', '数据采集', '任务分配']"
基于物联网的温室监测管理系统设计,"['物联网', '监测管理系统', '传感器', 'Web端', 'Android端']"
基于jieba分词搜索与SSM框架的电子商城购物系统,"['电子商城', 'jieba分词', 'Spring', 'Spring MVC', 'MyBatis框架']"
基于SSM的企业人力资源管理的设计与研究,"['人力资源管理系统', 'SSM', 'Bootstrap', 'MySQL', '数据']"
化妆品不良反应信息管理系统设计与实现,"['化妆品', '不良反应', '信息管理系统']"
浅谈Hadoop与SSM的大数据云存储平台的研究与实现,"['Hadoop', 'SSM', 'HTTPS']"
浅谈注塑MES平板端系统的设计与实现,"['MES', 'SSM', 'Web']"
基于SSM框架集的省级档案科技管理平台的设计和实现,"['SSM框架集', '档案', '科技', '管理平台']"
基于物联网技术的高校能耗数据采集系统的研究,"['B/S模式', '能耗数据', 'SSM框架', '跨平台']"
基于SSM框架的信用卡客服坐席系统的设计与实现,"['信用卡', '客服坐席系统', 'Java语言', 'SSM架构']"
森林防火视频监控管理系统服务器端研建,"['森林防火', '视频数据管理', '瓦片地图', '扑火预案', 'SSM框架']"
基于SuperMap iServer的卫星赤潮遥感监测系统的设计与实现,"['WebGIS', 'SuperMap iServer', '叶绿素', '赤潮', '遥感']"
基于粒子群优化算法的车间调度系统的研究与设计,"['柔性车间调度', '粒子群算法', '多目标优化']"
公路超限超载治理执法平台的研究与实现,"['超限超载治理', 'SSM框架', 'Hadoop', '系统资源整合']"
基于SSM健身俱乐部管理系统的研究与实现,"['SSM', 'Redis', '健身俱乐部', '隐语义模型', '偏置量']"
比令数据后台管理系统的设计与实现,"['SSM', 'MVC', '数据清洗', '后台管理', '数据分享']"
商贸管理系统的研究与实现,"['商贸管理', '信息化管理', 'SSM框架']"
基于Hadoop平台的医疗康复推荐系统的研究与实现,"['医疗康复系统', '推荐技术', '矩阵分解', 'Hadoop', 'SSM框架']"
基于工作流引擎的教学过程控制系统的研究与实现,"['Activiti', '教学过程建模', '三级评价模型']"
差压式流量计监控系统的研究与实现,"['差压式流量计', '采集存储', '监测系统', 'SSM']"
面向疾病预测的ICU监护系统的设计与实现,"['监护系统', '医疗数据平台', 'APICloud', 'SSM框架', '疾病预测']"
电务生产管理系统智能化生产管理,"['故障预测', 'Matlab曲线拟合', '自定义设备属性', 'MyBatis', '电子化作业']"
基于SSM的ACM虚拟判题系统的设计与实现,"['虚拟判题系统', 'SSM框架', '网络爬虫']"
大学生综合信息管理及测评系统,"['综合测评', '指标体系', 'SSM框架']"
基于SSM的智能宿舍管理系统设计与实现,"['SSM', '智能宿舍', '管理系统']"
基于SSM框架的资产管理系统设计与开发,"['资产管理', '二维码', 'B/S架构', 'MVC', '模型']"
智慧社区电子商务系统的设计与实现,"['智慧社区', '电子商务', '地理位置服务', 'SSM框架', '分布式服务']"
基于docker的Java Web快速开发部署平台的设计与实现,"['Java Web', 'Docker', '快速部署', '容器监控', '资源调度']"
基于SSM轻量级复合框架的科技创新券管理系统研究与实现,"['创新券', 'SpringMVC', 'MyBatis', '管理系统']"
儿童安全监护系统的设计与实现,"['儿童安全', 'Android', 'SSM框架', 'MYSQL']"
SaaS模式的信息管理软件自动化测试系统的设计与实现,"['软件即服务', '信息管理', '自动化测试', '响应式']"
HBase数据库监控系统的设计与实现,"['数据库监控', 'HBase数据库', '决策树', '故障预警']"
基于SSM的网上商城的开发与设计,"['Java', '网上商城', '商品管理']"
监狱智慧监区室内定位系统设计与实现,"['智慧监区', '蓝牙定位技术', '信息系统', 'SSM框架']"
集装箱接驳运输建模与优化实验平台的设计与实现,"['集装箱接驳', '优化', '实验平台', 'SSM框架', '主动禁忌搜索']"
基于云技术的QR码安全应用体系研究及系统设计,"['二维码', '加密技术', '数字水印', '云平台', '代工生产', '产品追溯']"
基于Java的电商软件开发与大数据研究,"['java', 'android', '电商', '软件开发', '大数据']"
基于SSM框架的热计量服务平台设计与实现,"['热计量平台', 'SSM框架', 'OSGI']"
基于SSM框架的通用电子问卷调查系统设计与实现,"['通用性', '电子问卷调查', 'J2EE', 'SSM框架']"
物业公司信息化管理平台主要模块的设计与开发,"['信息化平台', 'SSM', '物业管理']"
基于持续集成的缺陷管理系统,"['持续集成', '缺陷管理', 'SSM框架', 'Jenkins']"
基于SSMZD的漏洞管理平台设计与实现,"['漏洞管理', '漏洞扫描', 'SSM', 'zookeeper', 'Dubbo']"
篮球赛事成绩管理系统设计与实现,"['篮球赛事', '赛事管理', 'SSM框架', '信息化管理']"
前端组件化与后端接口自动化构建工具研究以快递信息系统为例,"['前端组件化', '标准化接口', '自动化构建页面', '可扩展性']"
铁路局资产经营开发信息系统的设计与实现,"['SSM', 'Shiro', 'jQuery', '资产经营开发信息系统']"
基于SSM框架的现代信号处理精品课程网站分析与设计,"['自主学习', '精品课程网站', 'SSM框架']"
基于M2MSSM的智慧园区运营管理平台的研究与设计,"['M2M平台', 'SSM框架', 'OPC', 'ESB']"
基于SSM框架的小额贷款系统设计与实现,"['数据库', 'MVC模式', '小额贷款', 'SSM框架', 'JAVA']"
通用通信设备模拟平台架构设计与关键技术实现,"['通信设备', '架构设计', '信息模型', '通用流程']"
基于RFID的中药生产管理系统设计与开发,"['RFID', 'SSM', '中药饮片生产']"
浅谈老年公寓监控系统的分布式设计,"['分布式', '集群', 'STM32单片机', '微服务']"
基于SSM架构的社区健康服务平台设计与实现,"['远程医疗', '健康服务', '穿戴式设备', '互联网+', '物联网', '需求分析', 'SSM框架', 'Netty框架']"
普通高校二级学院教务管理系统的设计与实现,"['考务管理系统', '平台管理', 'APP', 'Web Service', 'SSM']"
面向智慧景区的情境化电子商务平台,"['智慧景区', '电子商务', '情境聚类', '协同过滤']"
基于SSM框架的快捷信息输入APP管理系统研究,"['快捷输入', 'Android平台', 'SSM框架', 'MySQL数据库']"
湖北省道路运输第三方监控平台设计与实现,"['第三方监控平台', 'SSM', '线路规划', 'BootStrap']"
基于SSM框架的智慧社区系统设计与实现,"['智慧社区', 'SSM(Spring', 'SpringMvc', 'Mybatis)', '朴素贝叶斯']"
智慧写字楼综合服务平台设计与实现,"['智慧写字楼', '互联网+', 'SSM', '综合服务平台']"
基于多AGV的智能仓储管理系统设计与实现,"['仓储管理', '智能仓储', 'Web', 'SSM', '数据库']"
学校人事管理系统的设计与实现,"['人事管理', 'B/S架构', '信息化', 'SSM框架']"
SSM框架在JavaEE教学中的应用与实践,"['JavaEE框架', 'SSM框架', '教学实践']"
基于微信的图书借阅系统,"['微信', 'SSM框架', 'MySQL数据库', '图书借阅']"
基于Web平台的教学研究管理系统,"['教学研究', 'B/S', 'SSM']"
基于APPCAN的流浪动物救助APP系统设计,"['流浪动物', '一键救助', 'APPCAN']"
基于SSM框架学习平台的设计与实现,"['学习平台', 'SMM框架', 'SSM']"
基于DUBBO和SSM的口腔门诊管理系统的设计与实现,"['DUBBO', 'SSM', '口腔门诊', '信息管理系统']"
一种面向GNSS应用的数据共享平台实现方法,"['数据共享', '数据采集', '数据分析', 'SSM']"
基于SSM框架的商户管理平台设计与实现,"['SSM', '网络', '集成框架', '商户管理']"
新金融机构非现场监测平台的设计与实现,"['互联网金融', 'SOA', '企业征信', '运营监测']"
自出版平台运营管理系统的设计与实现,"['运营管理系统', 'SSM框架', '自出版平台', '自出版', '数字出版']"
基于SSM框架的驾校管理平台的研究与实现,"['驾校管理', '综合业务平台', 'SSM框架', 'J2EE']"
基于移动互联技术的扬大康源乳品销售系统的设计与实现,"['移动互联技术', '乳品销售系统', 'Android', 'SSM框架']"
基于SSM的综合医养平台的设计与实现,"['SSM', '医疗卫生', 'Oracle', '家政服务', '医养体系建设']"
基于SSM的有色金属化验室管理系统的设计与实现,"['有色金属', '化验室管理系统', 'JAVA技术', 'SSM框架', '协同过滤推荐算法']"
基于改进的遗传算法的物流配送系统研究与设计,"['物流配送', '路径优化', 'k-means算法', '遗传算法', 'SSM框架']"
基于SSM的农产品质量安全监管系统设计与实现,"['食品安全', '农产品', '监管', '追溯', '二维码']"
基于Java Web的中药注射剂不良反应电子监控系统的设计与实现,"['Java Web', 'Bootstrap', 'SSM', 'tiles', 'AJAX', '监测管理', '系统设计与实现']"
